Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2018,1,Ciutat Vella,1,el Raval,1,1001,161
2018,1,Ciutat Vella,1,el Raval,1,1002,217
2018,1,Ciutat Vella,1,el Raval,2,1003,395
2018,1,Ciutat Vella,1,el Raval,2,1004,329
2018,1,Ciutat Vella,1,el Raval,3,1005,319
2018,1,Ciutat Vella,1,el Raval,3,1006,263
2018,1,Ciutat Vella,1,el Raval,3,1007,282
2018,1,Ciutat Vella,1,el Raval,4,1008,410
2018,1,Ciutat Vella,1,el Raval,4,1009,292
2018,1,Ciutat Vella,1,el Raval,4,1010,337
2018,1,Ciutat Vella,1,el Raval,5,1011,391
2018,1,Ciutat Vella,1,el Raval,5,1012,171
2018,1,Ciutat Vella,1,el Raval,5,1013,126
2018,1,Ciutat Vella,1,el Raval,6,1014,220
2018,1,Ciutat Vella,1,el Raval,6,1015,238
2018,1,Ciutat Vella,1,el Raval,6,1016,244
2018,1,Ciutat Vella,1,el Raval,6,1017,263
2018,1,Ciutat Vella,1,el Raval,7,1018,141
2018,1,Ciutat Vella,1,el Raval,7,1019,376
2018,1,Ciutat Vella,1,el Raval,7,1020,254
2018,1,Ciutat Vella,1,el Raval,8,1021,264
2018,1,Ciutat Vella,2,el Barri Gòtic,9,1022,167
2018,1,Ciutat Vella,2,el Barri Gòtic,9,1023,302
2018,1,Ciutat Vella,2,el Barri Gòtic,10,1025,210
2018,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1428
2018,1,Ciutat Vella,2,el Barri Gòtic,10,1027,240
2018,1,Ciutat Vella,2,el Barri Gòtic,11,1028,303
2018,1,Ciutat Vella,2,el Barri Gòtic,11,1029,252
2018,1,Ciutat Vella,2,el Barri Gòtic,12,1030,312
2018,1,Ciutat Vella,2,el Barri Gòtic,12,1031,238
2018,1,Ciutat Vella,3,la Barceloneta,13,1032,200
2018,1,Ciutat Vella,3,la Barceloneta,13,1033,168
