Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2019,1,Ciutat Vella,1,el Raval,1,1001,139
2019,1,Ciutat Vella,1,el Raval,1,1002,186
2019,1,Ciutat Vella,1,el Raval,2,1003,551
2019,1,Ciutat Vella,1,el Raval,2,1004,390
2019,1,Ciutat Vella,1,el Raval,3,1005,282
2019,1,Ciutat Vella,1,el Raval,3,1006,218
2019,1,Ciutat Vella,1,el Raval,3,1007,275
2019,1,Ciutat Vella,1,el Raval,4,1008,404
2019,1,Ciutat Vella,1,el Raval,4,1009,280
2019,1,Ciutat Vella,1,el Raval,4,1010,307
2019,1,Ciutat Vella,1,el Raval,5,1011,419
2019,1,Ciutat Vella,1,el Raval,5,1012,209
2019,1,Ciutat Vella,1,el Raval,5,1013,137
2019,1,Ciutat Vella,1,el Raval,6,1014,263
2019,1,Ciutat Vella,1,el Raval,6,1015,249
2019,1,Ciutat Vella,1,el Raval,6,1016,234
2019,1,Ciutat Vella,1,el Raval,6,1017,273
2019,1,Ciutat Vella,1,el Raval,7,1018,164
2019,1,Ciutat Vella,1,el Raval,7,1019,380
2019,1,Ciutat Vella,1,el Raval,7,1020,289
2019,1,Ciutat Vella,1,el Raval,8,1021,313
2019,1,Ciutat Vella,2,el Barri Gòtic,9,1022,306
2019,1,Ciutat Vella,2,el Barri Gòtic,9,1023,270
2019,1,Ciutat Vella,2,el Barri Gòtic,10,1025,241
2019,1,Ciutat Vella,2,el Barri Gòtic,10,1026,2485
2019,1,Ciutat Vella,2,el Barri Gòtic,10,1027,245
2019,1,Ciutat Vella,2,el Barri Gòtic,11,1028,313
2019,1,Ciutat Vella,2,el Barri Gòtic,11,1029,282
2019,1,Ciutat Vella,2,el Barri Gòtic,12,1030,345
2019,1,Ciutat Vella,2,el Barri Gòtic,12,1031,238
2019,1,Ciutat Vella,3,la Barceloneta,13,1032,235
2019,1,Ciutat Vella,3,la Barceloneta,13,1033,143
2019,1,Ciutat Vella,3,la Barceloneta,13,1034,140
2019,1,Ciutat Vella,3,la Barceloneta,14,1035,184
2019,1,Ciutat Vella,3,la Barceloneta,14,1036,118
2019,1,Ciutat Vella,3,la Barceloneta,15,1037,125
2019,1,Ciutat Vella,3,la Barceloneta,15,1038,279
2019,1,Ciutat Vella,3,la Barceloneta,15,1039,160
2019,1,Ciutat Vella,3,la Barceloneta,15,1040,147
2019,1,Ciutat Vella,3,la Barceloneta,15,1041,300
2019,1,Ciutat Vella,3,la Barceloneta,15,1042,107
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,195
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,140
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,320
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,261
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,233
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,284
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,278
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,216
